PA00275|SAI001145|20230101|20230101|09003|02|02|1842194.87|1842194.87|0.00|5118.23|0.00|20230107|16|20230103|0.00|0.00|;
PA00280|SAI001163|20230102|20230102|09007|02|02|84228.89|84228.89|0.00|6106.76|0.00|20230102|16|20230105|0.00|0.00|;
PA00302|SAI001175|20230103|20230103|09015|02|02|451576.89|451576.89|0.00|2332.30|0.00|20230107|16|20230103|0.00|0.00|;
PA00313|SAI001179|20230107|20230107|09016|01|02|761174.33|761174.33|0.00|4834.25|0.00|20230113|06|20230109|0.00|0.00|;
PA00313|SAI001203|20230107|20230107|09012|01|01|240364.58|240364.58|0.00|3117.17|0.00|20230111|14|20230109|0.00|0.00|;
PA00316|SAI001214|20230107|20230107|09008|02|02|824397.21|824397.21|0.00|1197.09|0.00|20230111|15|20230108|0.00|0.00|;
PA00336|SAI001222|20230109|20230109|09007|02|02|1037068.08|1037068.08|0.00|6696.91|0.00|20230115|15|20230111|0.00|0.00|;
PA00351|SAI001244|20230112|20230112|09010|02|02|1054889.03|1054889.03|0.00|3738.98|0.00|20230115|16|20230113|0.00|0.00|;
PA00371|SAI001267|20230114|20230114|09016|02|02|1134846.98|1134846.98|0.00|6969.54|0.00|20230118|16|20230117|0.00|0.00|;
PA00383|SAI001286|20230115|20230115|09008|01|01|201730.06|201730.06|0.00|811.01|0.00|20230118|06|20230115|0.00|0.00|;
PA00389|SAI001305|20230118|20230118|09017|02|02|1170115.30|1170115.30|0.00|4423.42|0.00|20230123|16|20230118|0.00|0.00|;
PA00422|SAI001313|20230119|20230119|09013|02|02|376552.31|376552.31|0.00|2898.01|0.00|20230121|15|20230121|0.00|0.00|;
PA00471|SAI001332|20230119|20230119|09008|02|02|1001689.80|1001689.80|0.00|7539.68|0.00|20230126|16|20230119|0.00|0.00|;
PA00475|SAI001349|20230120|20230120|09012|01|01|208358.69|208358.69|0.00|4260.16|0.00|20230123|06|20230122|0.00|0.00|;
PA00524|SAI001361|20230120|20230120|09014|02|02|452375.96|452375.96|0.00|6889.02|0.00|20230123|15|20230121|0.00|0.00|;
PA00554|SAI001372|20230121|20230121|09007|02|02|739667.53|739667.53|0.00|5239.23|0.00|20230127|16|20230121|0.00|0.00|;
PA00570|SAI001395|20230123|20230123|09017|01|01|77962.72|77962.72|0.00|9865.39|0.00|20230125|14|20230124|0.00|0.00|;
PA00593|SAI001402|20230124|20230124|09007|02|02|1920286.13|1920286.13|0.00|3775.47|0.00|20230131|15|20230126|0.00|0.00|;
PA00598|SAI001421|20230124|20230124|09005|02|02|517385.47|517385.47|0.00|362.89|0.00|20230129|15|20230124|0.00|0.00|;
PA00642|SAI001427|20230125|20230125|09015|02|02|383149.39|383149.39|0.00|9848.64|0.00|20230131|15|20230127|0.00|0.00|;
PA00650|SAI001438|20230129|20230129|09005|02|02|1074978.41|1074978.41|0.00|1216.94|0.00|20230204|15|20230130|0.00|0.00|;
PA00698|SAI001444|20230129|20230129|09009|01|01|189925.12|189925.12|0.00|5460.22|0.00|20230203|06|20230130|0.00|0.00|;
PA00702|SAI001445|20230130|20230130|09009|02|02|1925777.59|1925777.59|0.00|3348.53|0.00|20230205|16|20230201|0.00|0.00|;
PA00730|SAI001455|20230201|20230201|09008|02|02|295531.40|295531.40|0.00|6870.75|0.00|20230203|15|20230203|0.00|0.00|;
PA00778|SAI001468|20230201|20230201|09007|02|02|374818.18|374818.18|0.00|6250.01|0.00|20230203|15|20230203|0.00|0.00|;
PA00803|SAI001483|20230203|20230203|09014|01|02|1388518.52|1388518.52|0.00|6633.87|0.00|20230208|14|20230205|0.00|0.00|;
